level	model	genus	n_reads	read_acc	n_training_species_in_genus	mean_max_ani
L2_species	nb_6mer	Alistipes	251	0.20717131474103587	38	84.66999999999999
L2_species	nb_6mer	Anaerococcus	496	0.26411290322580644	9	88.06008064516129
L2_species	nb_6mer	Anaerofustis	240	0.2625	1	89.73
L2_species	nb_6mer	Anaerostipes	259	0.10038610038610038	1	83.5
L2_species	nb_6mer	Bacillus	482	0.029045643153526972	11	91.63678423236514
L2_species	nb_6mer	Bacteroides	226	0.18141592920353983	79	88.98
L2_species	nb_6mer	Barnesiella	260	0.24615384615384617	3	86.26
L2_species	nb_6mer	Blautia	490	0.24693877551020407	46	91.33255102040816
L2_species	nb_6mer	Butyricimonas	245	0.37142857142857144	6	94.5
L2_species	nb_6mer	Campylobacter	262	0.4198473282442748	5	94.01
L2_species	nb_6mer	Catenibacterium	237	0.4936708860759494	3	94.27000000000001
L2_species	nb_6mer	Citrobacter	509	0.17092337917485265	3	90.80532416502948
L2_species	nb_6mer	Collinsella	270	0.32592592592592595	349	94.98999999999998
L2_species	nb_6mer	Coprococcus	245	0.3469387755102041	6	92.97
L2_species	nb_6mer	Edwardsiella	469	0.057569296375266525	2	85.48375266524518
L2_species	nb_6mer	Eggerthella	239	0.016736401673640166	20	89.76000000000002
L2_species	nb_6mer	Enterobacter	485	0.15051546391752577	6	89.67626804123711
L2_species	nb_6mer	Exiguobacterium	506	0.4308300395256917	2	90.01541501976284
L2_species	nb_6mer	Faecalibacterium	490	0.22244897959183674	13	91.94804081632651
L2_species	nb_6mer	Franconibacter	453	0.25386313465783666	1	89.24185430463572
L2_species	nb_6mer	Fusobacterium	507	0.4339250493096647	26	93.45374753451676
L2_species	nb_6mer	Gemella	261	0.30268199233716475	1	93.46000000000002
L2_species	nb_6mer	Granulicatella	254	0.17716535433070865	3	90.45000000000002
L2_species	nb_6mer	Helicobacter	249	0.6827309236947792	9	82.08
L2_species	nb_6mer	Klebsiella	480	0.13125	6	86.18208333333335
L2_species	nb_6mer	Lactobacillus	489	0.11860940695296524	25	86.7475255623722
L2_species	nb_6mer	Leuconostoc	486	0.23251028806584362	3	93.4077160493827
L2_species	nb_6mer	Listeria	493	0.1359026369168357	1	87.00350912778906
L2_species	nb_6mer	Marvinbryantia	241	0.23236514522821577	1	87.42
L2_species	nb_6mer	Massiliomicrobiota	259	0.3166023166023166	1	87.14000000000001
L2_species	nb_6mer	Megasphaera	235	0.251063829787234	13	90.49
L2_species	nb_6mer	Morganella	213	0.460093896713615	1	93.72999999999999
L2_species	nb_6mer	Neisseria	260	0.35384615384615387	1	93.47000000000001
L2_species	nb_6mer	Oscillibacter	251	0.38645418326693226	15	88.77999999999999
L2_species	nb_6mer	Pantoea	492	0.31097560975609756	4	88.44158536585365
L2_species	nb_6mer	Parabacteroides	261	0.11877394636015326	16	87.88000000000001
L2_species	nb_6mer	Phyllobacterium	476	0.2668067226890756	1	83.72210084033615
L2_species	nb_6mer	Porphyromonas	231	0.7142857142857143	12	94.85
L2_species	nb_6mer	Proteus	454	0.08370044052863436	1	84.07248898678414
L2_species	nb_6mer	Providencia	469	0.22174840085287847	5	88.34347547974413
L2_species	nb_6mer	Pseudomonas	249	0.08032128514056225	4	84.36999999999999
L2_species	nb_6mer	Ralstonia	467	0.18629550321199143	1	86.48089935760171
L2_species	nb_6mer	Rothia	218	0.21559633027522937	1	87.33000000000001
L2_species	nb_6mer	Sanguibacteroides	240	0.225	1	88.14000000000003
L2_species	nb_6mer	Solobacterium	232	0.07327586206896551	36	91.52
L2_species	nb_6mer	Staphylococcus	258	0.2751937984496124	5	94.64000000000001
L2_species	nb_6mer	Streptococcus	484	0.30578512396694213	21	89.2689256198347
L2_species	nb_6mer	Subdoligranulum	225	0.013333333333333334	3	87.14000000000001
L2_species	nb_6mer	Veillonella	505	0.3485148514851485	22	94.72966336633664
L2_species	nb_6mer	Weissella	238	0.15126050420168066	1	83.79000000000002
L2_species	L29	Achromobacter	9996	0.27090836334533813	1	85.16857142857143
L2_species	L29	Acidaminococcus	5000	0.7242	7	89.68
L2_species	L29	Acinetobacter	5000	0.4274	4	82.86
L2_species	L29	Actinomyces	9999	0.5725572557255726	18	89.50333333333333
L2_species	L29	Adlercreutzia	5000	0.1948	1	93.93
L2_species	L29	Aeromonas	10000	0.4285	1	87.72375
L2_species	L29	Akkermansia	10000	0.522	4	83.78
L2_species	L29	Alistipes	5000	0.6786	38	84.67
L2_species	L29	Anaerococcus	10000	0.4684	9	87.802
L2_species	L29	Anaerofustis	5000	0.363	1	89.73
L2_species	L29	Anaerostipes	5000	0.0148	1	83.5
L2_species	L29	Bacillus	9996	0.3040216086434574	11	91.65571428571428
L2_species	L29	Bacteroides	5000	0.7266	79	88.98
L2_species	L29	Barnesiella	5000	0.45	3	86.26
L2_species	L29	Blautia	10000	0.4902	46	91.22500000000001
L2_species	L29	Butyricimonas	5000	0.5324	6	94.5
L2_species	L29	Campylobacter	5000	0.7924	5	94.01
L2_species	L29	Catenibacterium	5000	0.512	3	94.27
L2_species	L29	Citrobacter	9996	0.19437775110044017	3	90.75166666666668
L2_species	L29	Collinsella	5000	0.9432	349	94.99
L2_species	L29	Coprococcus	5000	0.4582	6	92.97000000000003
L2_species	L29	Edwardsiella	9996	0.1375550220088035	2	85.50666666666667
L2_species	L29	Eggerthella	5000	0.3652	20	89.76
L2_species	L29	Enterobacter	9996	0.4092637054821929	6	89.63666666666667
L2_species	L29	Exiguobacterium	10000	0.6161	2	90.035
L2_species	L29	Faecalibacterium	9999	0.5403540354035403	13	91.87333333333333
L2_species	L29	Franconibacter	10000	0.2274	1	89.24499999999998
L2_species	L29	Fusobacterium	9999	0.5056505650565056	26	93.45666666666666
L2_species	L29	Gemella	5000	0.0536	1	93.46000000000001
L2_species	L29	Granulicatella	5000	0.3102	3	90.45000000000002
L2_species	L29	Helicobacter	5000	0.6944	9	82.08
L2_species	L29	Klebsiella	9999	0.37003700370037	6	85.99
L2_species	L29	Lactobacillus	9999	0.6237623762376238	25	86.75333333333336
L2_species	L29	Leuconostoc	10000	0.2706	3	93.345
L2_species	L29	Listeria	10000	0.1536	1	87.108
L2_species	L29	Marvinbryantia	5000	0.1174	1	87.41999999999997
L2_species	L29	Massiliomicrobiota	5000	0.2288	1	87.14
L2_species	L29	Megasphaera	5000	0.7156	13	90.49
L2_species	L29	Morganella	5000	0.5474	1	93.73
L2_species	L29	Neisseria	5000	0.576	1	93.47000000000003
L2_species	L29	Oscillibacter	5000	0.6162	15	88.77999999999997
L2_species	L29	Pantoea	9999	0.43364336433643363	4	88.72666666666666
L2_species	L29	Parabacteroides	5000	0.3296	16	87.88
L2_species	L29	Phyllobacterium	10000	0.1518	1	83.71
L2_species	L29	Porphyromonas	5000	0.8702	12	94.85000000000001
L2_species	L29	Proteus	9996	0.10784313725490197	1	84.08857142857143
L2_species	L29	Providencia	10000	0.4629	5	88.245
L2_species	L29	Pseudomonas	5000	0.4734	4	84.37
L2_species	L29	Ralstonia	9996	0.17647058823529413	1	86.44285714285715
L2_species	L29	Rothia	5000	0.35	1	87.33000000000003
L2_species	L29	Sanguibacteroides	5000	0.1038	1	88.14
L2_species	L29	Solobacterium	5000	0.4212	36	91.52
L2_species	L29	Staphylococcus	5000	0.388	5	94.64
L2_species	L29	Streptococcus	10000	0.641	21	89.08
L2_species	L29	Subdoligranulum	5000	0.0932	3	87.14
L2_species	L29	Veillonella	9999	0.7835783578357836	22	94.74
L2_species	L29	Weissella	5000	0.105	1	83.79
L2_far	mt_250M	Acinetobacter	9996	0.109343737494998	4	
L2_far	mt_250M	Actinomyces	10000	0.2949	18	
L2_far	mt_250M	Akkermansia	5000	0.0202	4	
L2_far	mt_250M	Anaerococcus	10000	0.0651	9	
L2_far	mt_250M	Anaeromassilibacillus	5000	0.0116	3	
L2_far	mt_250M	Anaerostipes	5000	0.0018	1	
L2_far	mt_250M	Anaerotignum	10000	0.0002	1	
L2_far	mt_250M	Anaerotruncus	5000	0.007	4	
L2_far	mt_250M	Atopobium	9996	0.002300920368147259	3	
L2_far	mt_250M	Azospirillum	10000	0.0007	6	
L2_far	mt_250M	Bifidobacterium	9996	0.20478191276510604	14	
L2_far	mt_250M	Blastococcus	10000	0.3177	1	
L2_far	mt_250M	Blautia	5000	0.1528	46	
L2_far	mt_250M	Brachyspira	10000	0.0035	1	
L2_far	mt_250M	Brevibacterium	10000	0.023	1	
L2_far	mt_250M	Butyricicoccus	5000	0.0552	7	
L2_far	mt_250M	Butyrivibrio	10000	0.0017	3	
L2_far	mt_250M	Campylobacter	9996	0.14295718287314926	5	
L2_far	mt_250M	Cellulomonas	10000	0.2781	1	
L2_far	mt_250M	Cloacibacillus	10000	0.0146	2	
L2_far	mt_250M	Clostridium	10000	0.7485	191	
L2_far	mt_250M	Collinsella	5000	0.0384	349	
L2_far	mt_250M	Coprobacillus	10000	0.0121	1	
L2_far	mt_250M	Corynebacterium	10000	0.1052	9	
L2_far	mt_250M	Cryptobacterium	5000	0.0008	2	
L2_far	mt_250M	Desulfovibrio	9996	0.20568227290916366	18	
L2_far	mt_250M	Dysgonomonas	10000	0.0636	4	
L2_far	mt_250M	Eggerthella	5000	0.121	20	
L2_far	mt_250M	Enterococcus	10000	0.1607	9	
L2_far	mt_250M	Eubacterium	9996	0.005802320928371348	29	
L2_far	mt_250M	Exiguobacterium	10000	0.1505	2	
L2_far	mt_250M	Flavobacterium	10000	0.0017	1	
L2_far	mt_250M	Garciella	5000	0.0136	1	
L2_far	mt_250M	Gemella	10000	0.0028	1	
L2_far	mt_250M	Gemmiger	10000	0.0103	1	
L2_far	mt_250M	Granulicatella	5000	0.0264	3	
L2_far	mt_250M	Halomonas	10000	0.025	1	
L2_far	mt_250M	Helicobacter	9996	0.26380552220888354	9	
L2_far	mt_250M	Lachnobacterium	5000	0.006	13	
L2_far	mt_250M	Lachnoclostridium	10000	0.0001	1	
L2_far	mt_250M	Lactobacillus	9999	0.27322732273227324	25	
L2_far	mt_250M	Leuconostoc	10000	0.0765	3	
L2_far	mt_250M	Listeria	10000	0.0098	1	
L2_far	mt_250M	Megamonas	5000	0.1222	3	
L2_far	mt_250M	Megasphaera	5000	0.0272	13	
L2_far	mt_250M	Neisseria	9996	0.0820328131252501	1	
L2_far	mt_250M	Nesterenkonia	10000	0.0309	1	
L2_far	mt_250M	Olsenella	10000	0.2702	9	
L2_far	mt_250M	Oribacterium	10000	0.0002	1	
L2_far	mt_250M	Oscillibacter	5000	0.2962	15	
L2_far	mt_250M	Oxalobacter	10000	0.0479	2	
L2_far	mt_250M	Paenibacillus	10000	0.0401	2	
L2_far	mt_250M	Pantoea	10000	0.0934	4	
L2_far	mt_250M	Parabacteroides	10000	0.1476	16	
L2_far	mt_250M	Pediococcus	9996	0.009903961584633853	1	
L2_far	mt_250M	Pelosinus	10000	0.0025	2	
L2_far	mt_250M	Peptoniphilus	10000	0.0619	9	
L2_far	mt_250M	Peptostreptococcus	9999	0.001000100010001	1	
L2_far	mt_250M	Phascolarctobacterium	10000	0.2886	16	
L2_far	mt_250M	Phyllobacterium	10000	0.0513	1	
L2_far	mt_250M	Porphyromonas	9996	0.018607442977190875	12	
L2_far	mt_250M	Prevotella	10000	0.3817	91	
L2_far	mt_250M	Propionibacterium	10000	0.0204	2	
L2_far	mt_250M	Propionimicrobium	10000	0.0055	1	
L2_far	mt_250M	Providencia	10000	0.3115	5	
L2_far	mt_250M	Pseudobutyrivibrio	10000	0.0005	2	
L2_far	mt_250M	Pseudomonas	9996	0.3435374149659864	4	
L2_far	mt_250M	Roseburia	9999	0.0633063306330633	15	
L2_far	mt_250M	Rothia	9996	0.006202480992396959	1	
L2_far	mt_250M	Ruminococcus	9996	0.21048419367747098	64	
L2_far	mt_250M	Selenomonas	9996	0.05732292917166867	5	
L2_far	mt_250M	Slackia	10000	0.0332	6	
L2_far	mt_250M	Sneathia	5000	0.0236	1	
L2_far	mt_250M	Sporolactobacillus	10000	0.0016	1	
L2_far	mt_250M	Staphylococcus	10000	0.1104	5	
L2_far	mt_250M	Streptococcus	9996	0.14735894357743098	21	
L2_far	mt_250M	Streptomyces	10000	0.2528	1	
L2_far	mt_250M	Subdoligranulum	5000	0.0276	3	
L2_far	mt_250M	Succinatimonas	5000	0.0028	3	
L2_far	mt_250M	Succiniclasticum	10000	0.0119	4	
L2_far	mt_250M	Sutterella	10000	0.4233	28	
L2_far	mt_250M	Treponema	10000	0.0049	4	
L2_far	mt_250M	Veillonella	5000	0.2154	22	
L2_far	mt_250M	Weissella	9996	0.013905562224889955	1	
L2_far	mt_250M	Xylanibacter	5000	0.0002	2	
L2_far	mt_50M	Acinetobacter	9996	0.13035214085634253	4	
L2_far	mt_50M	Actinomyces	10000	0.2823	18	
L2_far	mt_50M	Akkermansia	5000	0.023	4	
L2_far	mt_50M	Anaerococcus	10000	0.1043	9	
L2_far	mt_50M	Anaeromassilibacillus	5000	0.0142	3	
L2_far	mt_50M	Anaerostipes	5000	0.0032	1	
L2_far	mt_50M	Anaerotignum	10000	0.0	1	
L2_far	mt_50M	Anaerotruncus	5000	0.0094	4	
L2_far	mt_50M	Atopobium	9996	0.004501800720288115	3	
L2_far	mt_50M	Azospirillum	10000	0.0004	6	
L2_far	mt_50M	Bifidobacterium	9996	0.23959583833533413	14	
L2_far	mt_50M	Blastococcus	10000	0.3337	1	
L2_far	mt_50M	Blautia	5000	0.1594	46	
L2_far	mt_50M	Brachyspira	10000	0.0165	1	
L2_far	mt_50M	Brevibacterium	10000	0.0263	1	
L2_far	mt_50M	Butyricicoccus	5000	0.1134	7	
L2_far	mt_50M	Butyrivibrio	10000	0.0019	3	
L2_far	mt_50M	Campylobacter	9996	0.21228491396558624	5	
L2_far	mt_50M	Cellulomonas	10000	0.2597	1	
L2_far	mt_50M	Cloacibacillus	10000	0.0245	2	
L2_far	mt_50M	Clostridium	10000	0.7105	191	
L2_far	mt_50M	Collinsella	5000	0.0482	349	
L2_far	mt_50M	Coprobacillus	10000	0.0268	1	
L2_far	mt_50M	Corynebacterium	10000	0.139	9	
L2_far	mt_50M	Cryptobacterium	5000	0.006	2	
L2_far	mt_50M	Desulfovibrio	9996	0.24339735894357742	18	
L2_far	mt_50M	Dysgonomonas	10000	0.0778	4	
L2_far	mt_50M	Eggerthella	5000	0.1444	20	
L2_far	mt_50M	Enterococcus	10000	0.1634	9	
L2_far	mt_50M	Eubacterium	9996	0.005502200880352141	29	
L2_far	mt_50M	Exiguobacterium	10000	0.134	2	
L2_far	mt_50M	Flavobacterium	10000	0.0053	1	
L2_far	mt_50M	Garciella	5000	0.0092	1	
L2_far	mt_50M	Gemella	10000	0.0065	1	
L2_far	mt_50M	Gemmiger	10000	0.0037	1	
L2_far	mt_50M	Granulicatella	5000	0.0274	3	
L2_far	mt_50M	Halomonas	10000	0.0133	1	
L2_far	mt_50M	Helicobacter	9996	0.3820528211284514	9	
L2_far	mt_50M	Lachnobacterium	5000	0.0044	13	
L2_far	mt_50M	Lachnoclostridium	10000	0.0005	1	
L2_far	mt_50M	Lactobacillus	9999	0.31213121312131215	25	
L2_far	mt_50M	Leuconostoc	10000	0.0671	3	
L2_far	mt_50M	Listeria	10000	0.0124	1	
L2_far	mt_50M	Megamonas	5000	0.1018	3	
L2_far	mt_50M	Megasphaera	5000	0.032	13	
L2_far	mt_50M	Neisseria	9996	0.09553821528611445	1	
L2_far	mt_50M	Nesterenkonia	10000	0.0439	1	
L2_far	mt_50M	Olsenella	10000	0.2723	9	
L2_far	mt_50M	Oribacterium	10000	0.0018	1	
L2_far	mt_50M	Oscillibacter	5000	0.3042	15	
L2_far	mt_50M	Oxalobacter	10000	0.0332	2	
L2_far	mt_50M	Paenibacillus	10000	0.0154	2	
L2_far	mt_50M	Pantoea	10000	0.1005	4	
L2_far	mt_50M	Parabacteroides	10000	0.1425	16	
L2_far	mt_50M	Pediococcus	9996	0.011404561824729893	1	
L2_far	mt_50M	Pelosinus	10000	0.0016	2	
L2_far	mt_50M	Peptoniphilus	10000	0.0566	9	
L2_far	mt_50M	Peptostreptococcus	9999	0.0029002900290029	1	
L2_far	mt_50M	Phascolarctobacterium	10000	0.2973	16	
L2_far	mt_50M	Phyllobacterium	10000	0.0136	1	
L2_far	mt_50M	Porphyromonas	9996	0.05292116846738695	12	
L2_far	mt_50M	Prevotella	10000	0.3643	91	
L2_far	mt_50M	Propionibacterium	10000	0.0306	2	
L2_far	mt_50M	Propionimicrobium	10000	0.0087	1	
L2_far	mt_50M	Providencia	10000	0.2712	5	
L2_far	mt_50M	Pseudobutyrivibrio	10000	0.0007	2	
L2_far	mt_50M	Pseudomonas	9996	0.20598239295718287	4	
L2_far	mt_50M	Roseburia	9999	0.06920692069206921	15	
L2_far	mt_50M	Rothia	9996	0.013805522208883553	1	
L2_far	mt_50M	Ruminococcus	9996	0.2073829531812725	64	
L2_far	mt_50M	Selenomonas	9996	0.04481792717086835	5	
L2_far	mt_50M	Slackia	10000	0.0516	6	
L2_far	mt_50M	Sneathia	5000	0.0224	1	
L2_far	mt_50M	Sporolactobacillus	10000	0.0024	1	
L2_far	mt_50M	Staphylococcus	10000	0.1496	5	
L2_far	mt_50M	Streptococcus	9996	0.15286114445778312	21	
L2_far	mt_50M	Streptomyces	10000	0.193	1	
L2_far	mt_50M	Subdoligranulum	5000	0.0324	3	
L2_far	mt_50M	Succinatimonas	5000	0.016	3	
L2_far	mt_50M	Succiniclasticum	10000	0.0098	4	
L2_far	mt_50M	Sutterella	10000	0.3859	28	
L2_far	mt_50M	Treponema	10000	0.0077	4	
L2_far	mt_50M	Veillonella	5000	0.203	22	
L2_far	mt_50M	Weissella	9996	0.01050420168067227	1	
L2_far	mt_50M	Xylanibacter	5000	0.0002	2	
L2_far	mt_6mer	Acinetobacter	9996	0.08823529411764706	4	
L2_far	mt_6mer	Actinomyces	10000	0.2897	18	
L2_far	mt_6mer	Akkermansia	5000	0.0162	4	
L2_far	mt_6mer	Anaerococcus	10000	0.0782	9	
L2_far	mt_6mer	Anaeromassilibacillus	5000	0.0044	3	
L2_far	mt_6mer	Anaerostipes	5000	0.0	1	
L2_far	mt_6mer	Anaerotignum	10000	0.0005	1	
L2_far	mt_6mer	Anaerotruncus	5000	0.0044	4	
L2_far	mt_6mer	Atopobium	9996	0.027611044417767107	3	
L2_far	mt_6mer	Azospirillum	10000	0.0012	6	
L2_far	mt_6mer	Bifidobacterium	9996	0.29371748699479794	14	
L2_far	mt_6mer	Blastococcus	10000	0.1784	1	
L2_far	mt_6mer	Blautia	5000	0.2254	46	
L2_far	mt_6mer	Brachyspira	10000	0.0096	1	
L2_far	mt_6mer	Brevibacterium	10000	0.0102	1	
L2_far	mt_6mer	Butyricicoccus	5000	0.175	7	
L2_far	mt_6mer	Butyrivibrio	10000	0.0	3	
L2_far	mt_6mer	Campylobacter	9996	0.33813525410164064	5	
L2_far	mt_6mer	Cellulomonas	10000	0.7113	1	
L2_far	mt_6mer	Cloacibacillus	10000	0.03	2	
L2_far	mt_6mer	Clostridium	10000	0.8105	191	
L2_far	mt_6mer	Collinsella	5000	0.257	349	
L2_far	mt_6mer	Coprobacillus	10000	0.0114	1	
L2_far	mt_6mer	Corynebacterium	10000	0.0476	9	
L2_far	mt_6mer	Cryptobacterium	5000	0.0	2	
L2_far	mt_6mer	Desulfovibrio	9996	0.2261904761904762	18	
L2_far	mt_6mer	Dysgonomonas	10000	0.0025	4	
L2_far	mt_6mer	Eggerthella	5000	0.0736	20	
L2_far	mt_6mer	Enterococcus	10000	0.1169	9	
L2_far	mt_6mer	Eubacterium	9996	0.006702681072428972	29	
L2_far	mt_6mer	Exiguobacterium	10000	0.1309	2	
L2_far	mt_6mer	Flavobacterium	10000	0.0051	1	
L2_far	mt_6mer	Garciella	5000	0.0018	1	
L2_far	mt_6mer	Gemella	10000	0.0005	1	
L2_far	mt_6mer	Gemmiger	10000	0.0032	1	
L2_far	mt_6mer	Granulicatella	5000	0.0162	3	
L2_far	mt_6mer	Halomonas	10000	0.0184	1	
L2_far	mt_6mer	Helicobacter	9996	0.6183473389355743	9	
L2_far	mt_6mer	Lachnobacterium	5000	0.0008	13	
L2_far	mt_6mer	Lachnoclostridium	10000	0.0	1	
L2_far	mt_6mer	Lactobacillus	9999	0.48604860486048607	25	
L2_far	mt_6mer	Leuconostoc	10000	0.0836	3	
L2_far	mt_6mer	Listeria	10000	0.0014	1	
L2_far	mt_6mer	Megamonas	5000	0.0704	3	
L2_far	mt_6mer	Megasphaera	5000	0.0216	13	
L2_far	mt_6mer	Neisseria	9996	0.09833933573429372	1	
L2_far	mt_6mer	Nesterenkonia	10000	0.0294	1	
L2_far	mt_6mer	Olsenella	10000	0.0857	9	
L2_far	mt_6mer	Oribacterium	10000	0.0012	1	
L2_far	mt_6mer	Oscillibacter	5000	0.294	15	
L2_far	mt_6mer	Oxalobacter	10000	0.0999	2	
L2_far	mt_6mer	Paenibacillus	10000	0.0105	2	
L2_far	mt_6mer	Pantoea	10000	0.1361	4	
L2_far	mt_6mer	Parabacteroides	10000	0.0853	16	
L2_far	mt_6mer	Pediococcus	9996	0.0022008803521408565	1	
L2_far	mt_6mer	Pelosinus	10000	0.0	2	
L2_far	mt_6mer	Peptoniphilus	10000	0.0207	9	
L2_far	mt_6mer	Peptostreptococcus	9999	0.0	1	
L2_far	mt_6mer	Phascolarctobacterium	10000	0.3256	16	
L2_far	mt_6mer	Phyllobacterium	10000	0.0144	1	
L2_far	mt_6mer	Porphyromonas	9996	0.14225690276110445	12	
L2_far	mt_6mer	Prevotella	10000	0.333	91	
L2_far	mt_6mer	Propionibacterium	10000	0.0165	2	
L2_far	mt_6mer	Propionimicrobium	10000	0.0048	1	
L2_far	mt_6mer	Providencia	10000	0.179	5	
L2_far	mt_6mer	Pseudobutyrivibrio	10000	0.0	2	
L2_far	mt_6mer	Pseudomonas	9996	0.14745898359343737	4	
L2_far	mt_6mer	Roseburia	9999	0.032103210321032104	15	
L2_far	mt_6mer	Rothia	9996	0.005802320928371348	1	
L2_far	mt_6mer	Ruminococcus	9996	0.2064825930372149	64	
L2_far	mt_6mer	Selenomonas	9996	0.04411764705882353	5	
L2_far	mt_6mer	Slackia	10000	0.0684	6	
L2_far	mt_6mer	Sneathia	5000	0.0	1	
L2_far	mt_6mer	Sporolactobacillus	10000	0.0039	1	
L2_far	mt_6mer	Staphylococcus	10000	0.0821	5	
L2_far	mt_6mer	Streptococcus	9996	0.3104241696678671	21	
L2_far	mt_6mer	Streptomyces	10000	0.0526	1	
L2_far	mt_6mer	Subdoligranulum	5000	0.0032	3	
L2_far	mt_6mer	Succinatimonas	5000	0.025	3	
L2_far	mt_6mer	Succiniclasticum	10000	0.0032	4	
L2_far	mt_6mer	Sutterella	10000	0.4553	28	
L2_far	mt_6mer	Treponema	10000	0.0227	4	
L2_far	mt_6mer	Veillonella	5000	0.2266	22	
L2_far	mt_6mer	Weissella	9996	0.0006002400960384153	1	
L2_far	mt_6mer	Xylanibacter	5000	0.0	2	
L2_far	nt_v9	Acinetobacter	9996	0.27490996398559425	4	
L2_far	nt_v9	Actinomyces	10000	0.4259	18	
L2_far	nt_v9	Akkermansia	5000	0.1886	4	
L2_far	nt_v9	Anaerococcus	10000	0.3742	9	
L2_far	nt_v9	Anaeromassilibacillus	5000	0.0582	3	
L2_far	nt_v9	Anaerostipes	5000	0.0002	1	
L2_far	nt_v9	Anaerotignum	10000	0.0044	1	
L2_far	nt_v9	Anaerotruncus	5000	0.0052	4	
L2_far	nt_v9	Atopobium	9996	0.07462985194077632	3	
L2_far	nt_v9	Azospirillum	10000	0.0003	6	
L2_far	nt_v9	Bifidobacterium	9996	0.4021608643457383	14	
L2_far	nt_v9	Blastococcus	10000	0.464	1	
L2_far	nt_v9	Blautia	5000	0.235	46	
L2_far	nt_v9	Brachyspira	10000	0.0121	1	
L2_far	nt_v9	Brevibacterium	10000	0.0353	1	
L2_far	nt_v9	Butyricicoccus	5000	0.3134	7	
L2_far	nt_v9	Butyrivibrio	10000	0.0102	3	
L2_far	nt_v9	Campylobacter	9996	0.4996998799519808	5	
L2_far	nt_v9	Cellulomonas	10000	0.5464	1	
L2_far	nt_v9	Cloacibacillus	10000	0.1443	2	
L2_far	nt_v9	Clostridium	10000	0.8376	191	
L2_far	nt_v9	Collinsella	5000	0.2152	349	
L2_far	nt_v9	Coprobacillus	10000	0.0176	1	
L2_far	nt_v9	Corynebacterium	10000	0.255	9	
L2_far	nt_v9	Cryptobacterium	5000	0.0008	2	
L2_far	nt_v9	Desulfovibrio	9996	0.3876550620248099	18	
L2_far	nt_v9	Dysgonomonas	10000	0.1318	4	
L2_far	nt_v9	Eggerthella	5000	0.1702	20	
L2_far	nt_v9	Enterococcus	10000	0.3674	9	
L2_far	nt_v9	Eubacterium	9996	0.007603041216486595	29	
L2_far	nt_v9	Exiguobacterium	10000	0.5696	2	
L2_far	nt_v9	Flavobacterium	10000	0.0429	1	
L2_far	nt_v9	Garciella	5000	0.059	1	
L2_far	nt_v9	Gemella	10000	0.0056	1	
L2_far	nt_v9	Gemmiger	10000	0.0051	1	
L2_far	nt_v9	Granulicatella	5000	0.0842	3	
L2_far	nt_v9	Halomonas	10000	0.0608	1	
L2_far	nt_v9	Helicobacter	9996	0.6894757903161265	9	
L2_far	nt_v9	Lachnobacterium	5000	0.0014	13	
L2_far	nt_v9	Lachnoclostridium	10000	0.0	1	
L2_far	nt_v9	Lactobacillus	9999	0.5549554955495549	25	
L2_far	nt_v9	Leuconostoc	10000	0.2323	3	
L2_far	nt_v9	Listeria	10000	0.0267	1	
L2_far	nt_v9	Megamonas	5000	0.3038	3	
L2_far	nt_v9	Megasphaera	5000	0.057	13	
L2_far	nt_v9	Neisseria	9996	0.2927170868347339	1	
L2_far	nt_v9	Nesterenkonia	10000	0.1004	1	
L2_far	nt_v9	Olsenella	10000	0.2491	9	
L2_far	nt_v9	Oribacterium	10000	0.0033	1	
L2_far	nt_v9	Oscillibacter	5000	0.495	15	
L2_far	nt_v9	Oxalobacter	10000	0.237	2	
L2_far	nt_v9	Paenibacillus	10000	0.0738	2	
L2_far	nt_v9	Pantoea	10000	0.1709	4	
L2_far	nt_v9	Parabacteroides	10000	0.2007	16	
L2_far	nt_v9	Pediococcus	9996	0.008903561424569828	1	
L2_far	nt_v9	Pelosinus	10000	0.0077	2	
L2_far	nt_v9	Peptoniphilus	10000	0.0668	9	
L2_far	nt_v9	Peptostreptococcus	9999	0.0221022102210221	1	
L2_far	nt_v9	Phascolarctobacterium	10000	0.5944	16	
L2_far	nt_v9	Phyllobacterium	10000	0.0904	1	
L2_far	nt_v9	Porphyromonas	9996	0.12735094037615047	12	
L2_far	nt_v9	Prevotella	10000	0.5177	91	
L2_far	nt_v9	Propionibacterium	10000	0.0294	2	
L2_far	nt_v9	Propionimicrobium	10000	0.0231	1	
L2_far	nt_v9	Providencia	10000	0.4256	5	
L2_far	nt_v9	Pseudobutyrivibrio	10000	0.0007	2	
L2_far	nt_v9	Pseudomonas	9996	0.4169667867146859	4	
L2_far	nt_v9	Roseburia	9999	0.074007400740074	15	
L2_far	nt_v9	Rothia	9996	0.02771108443377351	1	
L2_far	nt_v9	Ruminococcus	9996	0.33693477390956383	64	
L2_far	nt_v9	Selenomonas	9996	0.1758703481392557	5	
L2_far	nt_v9	Slackia	10000	0.1368	6	
L2_far	nt_v9	Sneathia	5000	0.003	1	
L2_far	nt_v9	Sporolactobacillus	10000	0.0159	1	
L2_far	nt_v9	Staphylococcus	10000	0.333	5	
L2_far	nt_v9	Streptococcus	9996	0.5268107242897159	21	
L2_far	nt_v9	Streptomyces	10000	0.2153	1	
L2_far	nt_v9	Subdoligranulum	5000	0.0436	3	
